ARTIST,TECHNIQUE,SIGNATURE,CONDITION,TOTAL DIMENSIONS,YEAR,Colorfulness Score,SVD Entropy,PRICE
22,-0.122086567,0,2,-0.534662972,-0.442209755,47.10636719,5.746127451,60
344,-1.295299686,0,2,-0.476120755,-1.821185611,107.9217821,6.758639982,111
71,-0.122086567,2,2,0.494604787,0.936766102,114.0725532,6.866903637,43
166,1.637733112,2,0,-0.944906521,-2.326810092,44.93578621,6.33818713,89
269,-0.122086567,2,2,-0.805868755,-1.821185611,49.36278004,8.255993357,33
182,3.397552791,2,2,-1.03167445,-0.58010734,166.6959603,6.8677735,130
71,-0.122086567,2,2,0.591976026,0.936766102,175.499494,7.207616802,53
190,-0.122086567,2,2,-0.226420277,0.017448864,119.6692786,5.487460583,63
166,1.637733112,2,2,-1.052433043,-2.142946644,52.99686209,6.670479624,55
128,-0.122086567,2,2,-0.154735929,2.039946787,194.1713281,4.813273499,61
225,-1.295299686,0,2,1.56090946,-0.901868374,41.06370323,6.179083547,82
190,-0.122086567,2,0,-1.254314087,-0.442209755,122.9122508,5.955754681,114
354,3.397552791,1,0,-0.832989333,-0.626073202,125.5442903,5.572388835,20
354,3.397552791,1,0,-0.836931972,-0.626073202,156.4373302,6.002870203,25
203,-1.295299686,0,2,-0.692368538,-1.361526992,97.38688118,5.944423208,90
164,-1.295299686,0,2,1.87632059,-1.821185611,127.5373989,5.692959597,85
354,3.397552791,1,0,-0.836931972,-0.626073202,122.6673852,6.104074977,50
274,-0.122086567,1,2,0.53223907,-2.28084423,149.0250582,6.697461143,45
203,-1.295299686,0,0,-0.709692255,-1.821185611,145.4986745,5.219405498,120
241,-0.122086567,2,0,0.523875896,0.431141621,128.0839666,6.791300222,60
335,-0.122086567,2,2,-0.713873842,-1.085731821,158.0633161,5.882941915,95
148,-0.122086567,0,0,2.15857771,0.523073345,182.1294731,6.78534103,50
139,-0.122086567,2,0,-0.274209842,-0.901868374,169.8972074,6.442824834,40
119,-0.122086567,0,0,2.010728743,0.615005069,161.4253173,5.944499882,25
103,-1.295299686,0,2,0.783134287,0.339209897,17.47536805,6.836785435,62
212,-0.122086567,0,0,-0.304078321,0.477107483,126.9902118,5.679609183,101
331,-0.122086567,1,0,-0.752702864,-0.442209755,89.71880909,7.082124968,57
217,-0.122086567,0,2,-0.73060019,0.017448864,135.133207,7.672429437,52
22,-0.122086567,0,2,-0.534662972,0.017448864,50.78554131,5.998154756,65
163,2.224339672,2,0,-0.862021494,-2.878400435,21.46606899,5.144635407,42
241,-0.122086567,2,0,0.523875896,0.477107483,142.8652065,6.737425224,70
241,-0.122086567,2,0,0.523875896,0.431141621,150.2868025,6.774340437,115
163,2.224339672,2,2,-0.862021494,-2.602605263,84.82908117,6.325329443,120
26,-0.122086567,0,2,0.359001896,0.017448864,187.6929195,6.338844355,20
196,-0.122086567,2,0,0.533732494,1.396424721,124.5416909,7.070933562,70
101,-0.122086567,2,2,-0.937290059,-0.442209755,141.279854,6.373872156,80
241,-0.122086567,2,0,0.523875896,0.431141621,89.67884082,6.564167256,77
219,-0.122086567,0,1,0.657686679,0.017448864,173.363151,6.301662997,47
286,-0.122086567,1,2,0.591976026,1.350458859,150.0554167,6.626259207,160
100,-0.122086567,2,0,0.509240342,0.293244035,194.2725921,6.646692117,83
274,-0.122086567,2,1,-0.226718962,-0.718004926,143.9235145,7.108487697,110
190,-0.122086567,1,2,3.329692113,-0.534141479,185.1833144,7.469984611,50
254,-0.122086567,1,2,-0.905032103,-0.58010734,165.2652141,7.204467923,42
286,-0.122086567,1,2,1.192929809,1.350458859,145.2688483,7.291142714,220
171,-0.122086567,0,0,0.591976026,0.706936792,169.0105432,5.158739449,32
367,-0.122086567,2,0,0.887076591,0.201312312,184.6874354,7.473057863,95
162,-0.122086567,0,0,1.192929809,0.706936792,137.5560644,4.407232139,55
330,3.397552791,0,2,-1.007779668,1.993980925,151.6223927,6.846908754,220
217,-0.122086567,0,2,1.353024852,-0.901868374,146.0946821,8.067298732,180
79,-0.122086567,0,2,-0.33275206,0.293244035,77.28158049,7.524184137,140
131,-1.295299686,0,2,1.661267547,0.477107483,131.4368849,5.620195812,27
90,-0.122086567,0,2,0.328536048,0.477107483,160.9783456,6.42254007,37
131,-1.295299686,0,2,-0.244341364,0.477107483,168.321289,4.63796305,75
59,-0.122086567,0,2,1.192929809,0.477107483,194.5206461,6.893669023,48
195,-0.122086567,0,0,0.571665461,0.15534645,135.3438597,5.625556889,150
90,-0.122086567,0,2,2.467716459,0.477107483,175.502794,5.509606569,15
196,-0.122086567,2,2,0.77955007,0.477107483,72.94677497,6.877808594,20
90,-0.122086567,0,2,2.52147972,0.477107483,156.1508953,6.583875324,15
49,-0.122086567,0,2,1.192929809,0.293244035,153.9664518,6.229352217,22
382,1.051126553,1,0,2.40588871,0.477107483,167.0615222,7.581248132,49
276,-0.122086567,0,0,1.46533033,0.706936792,53.16093214,6.695285365,190
327,-0.122086567,2,2,-0.128750353,-0.166414583,102.3812287,7.69714466,75
183,-0.122086567,0,2,-0.989858581,0.247278173,178.7250798,5.503891964,100
5,-0.122086567,0,0,0.920529287,0.063414726,134.1095142,6.888581356,25
136,0.464519993,0,2,-1.080061385,0.017448864,186.8142217,4.468491059,160
311,-0.122086567,0,0,0.335107114,0.017448864,140.5853409,6.283250889,37
92,-0.122086567,0,0,-0.989858581,0.201312312,103.0232613,5.077774431,55
67,-0.122086567,2,2,-0.066922603,-0.442209755,84.21473496,5.276277891,95
310,1.051126553,1,0,-0.913992646,-0.120448722,158.1943142,6.128169565,151
63,-0.122086567,0,2,1.238329895,-0.442209755,164.4166189,7.442336542,25
318,-0.122086567,0,0,-0.928329516,0.017448864,114.9253316,5.409276252,170
205,-1.295299686,0,2,-0.304078321,0.017448864,158.9971306,7.565004992,70
355,-0.122086567,2,2,0.950397765,0.017448864,122.0390972,5.433497171,190
331,-0.708693126,1,0,-0.580660429,-0.534141479,190.5172095,7.522171949,15
331,-0.708693126,1,0,-0.580660429,-0.534141479,144.4796229,6.827888423,15
63,-0.122086567,0,0,-0.973132233,1.580288168,120.662581,6.578904155,10
199,-0.122086567,0,2,-0.214472886,0.706936792,178.2112403,4.670349316,55
136,-0.122086567,0,1,-0.497626059,-0.442209755,73.83337243,4.8479973,51
242,-0.122086567,2,2,0.194725266,0.477107483,109.0493227,6.279370822,97
38,-0.122086567,0,2,1.102129635,0.936766102,174.9470853,6.439092109,76
331,1.637733112,2,0,-0.752702864,-0.58010734,47.21770905,6.338209454,152
191,1.051126553,1,2,-1.033466559,2.177844373,192.2807652,6.914995446,62
286,-0.122086567,1,0,1.159477113,1.120629549,173.5298422,7.038145367,76
328,-0.122086567,1,0,-1.148758885,-0.258346307,187.4572353,7.329935509,35
335,-0.122086567,2,0,-0.200136016,0.477107483,166.1419638,7.840333996,56
328,-0.122086567,2,0,0.607507635,0.936766102,127.2412668,8.078862901,500
335,-1.295299686,2,2,-0.641592125,-0.901868374,59.68389859,7.50883231,420
328,-0.122086567,1,2,-0.871579407,-0.442209755,95.62276715,7.08404847,220
354,3.397552791,2,0,-0.827075374,-0.442209755,39.46584237,5.450036971,47
289,-0.122086567,0,2,0.32674394,0.477107483,100.5422314,7.016780238,200
364,-0.122086567,2,2,1.517898852,-0.258346307,147.9536869,5.312279,202
185,-1.295299686,1,0,0.651712983,-0.07448286,154.8970939,4.511890903,15
30,-0.122086567,0,0,1.192929809,0.477107483,191.0987838,7.54408223,50
81,-1.295299686,0,2,-0.184604408,0.15534645,30.98177492,4.283831171,65
195,-0.122086567,0,0,0.645141918,0.15534645,166.1319882,4.969792772,1
379,-0.122086567,1,0,1.192929809,0.569039207,174.154955,6.88669265,50
62,-1.295299686,0,0,0.950397765,0.017448864,173.320166,6.365207297,51
190,-0.122086567,2,2,-0.178630712,1.396424721,137.7608424,6.73582977,119
190,-0.122086567,2,2,0.606910266,1.396424721,82.2973005,6.162395869,95
139,-0.122086567,2,0,-0.541234038,-0.901868374,50.62767661,5.981667398,35
114,-1.295299686,0,2,0.591976026,0.706936792,44.9478745,7.043534865,55
39,-1.295299686,0,1,0.741318418,-0.901868374,179.7110062,7.228819888,70
52,-0.122086567,0,2,-0.479704973,-0.166414583,69.50413689,7.200306802,50
354,-0.122086567,2,2,1.326740591,0.569039207,76.19632787,5.048790432,80
354,-1.295299686,1,2,-0.078272625,-0.120448722,77.91570079,6.97345336,55
328,-0.122086567,2,0,0.844065983,0.201312312,163.7437502,7.448227977,60
354,-1.295299686,2,2,-0.836931972,-0.442209755,187.2685544,5.895653703,50
354,-0.122086567,2,2,-0.145178016,0.431141621,100.0263008,5.010734851,120
269,-0.122086567,2,0,0.348249244,0.936766102,138.890882,7.628923029,75
269,-0.122086567,2,0,1.192929809,0.936766102,120.2522156,7.57760601,55
331,-0.122086567,2,2,0.591976026,-0.626073202,183.8678886,6.488689656,137
331,-0.122086567,2,0,1.058521656,-0.07448286,73.08378662,8.431880338,100
331,-0.122086567,2,0,-0.202525495,0.477107483,105.2914621,7.510087277,101
331,-0.122086567,2,2,0.591976026,0.936766102,99.79772264,7.093803311,100
368,-0.122086567,2,0,-0.632631581,0.477107483,117.586073,5.804371872,75
368,-0.122086567,2,0,-0.632631581,0.477107483,41.72001915,4.138285047,150
187,-0.122086567,0,0,1.966523395,2.039946787,173.6965617,6.790758262,159
381,-1.295299686,1,0,-0.112621375,0.844834378,100.3846405,6.424037603,265
354,-0.122086567,1,2,-0.166982005,-0.212380445,143.7623809,7.052720193,160
59,-0.122086567,0,0,1.192929809,0.017448864,182.9537432,6.045123382,31
354,-0.122086567,1,2,-0.166982005,-0.212380445,170.0943397,7.405716219,114
231,-0.122086567,0,2,0.927100352,0.477107483,172.5761031,5.113995872,250
355,-0.122086567,2,0,0.263422766,1.396424721,86.18549304,4.306928921,80
355,-0.122086567,2,0,2.05553146,0.385175759,101.2299404,7.181187426,115
355,-0.122086567,2,0,0.155896244,-0.396243893,58.44927409,5.080627771,110
355,-0.122086567,2,0,-0.713873842,-0.442209755,53.40250133,5.64421689,513
297,-0.122086567,2,0,0.209659505,0.936766102,131.5541825,6.34979935,132
271,-0.122086567,0,2,-0.035262016,0.523073345,173.6425799,6.885197474,31
100,-0.122086567,2,0,0.591976026,0.477107483,43.01386261,6.237926356,75
274,-0.122086567,2,2,-0.905032103,-0.901868374,184.9233771,7.01706092,80
155,-0.122086567,0,2,-0.111725321,0.477107483,141.7956048,6.303558987,90
394,-1.295299686,2,2,-1.190574754,-0.488175617,122.6413681,5.046254486,1450
246,-1.295299686,2,0,-1.110527233,-0.442209755,181.8123118,7.592914081,65
103,-1.295299686,0,2,-0.078272625,0.017448864,121.7326518,4.292388255,12
367,-1.295299686,1,0,2.112878938,1.120629549,141.1530892,7.191441766,421
255,-0.122086567,2,2,1.625425373,0.017448864,58.83348145,7.391182877,100
349,-0.122086567,0,2,1.725036748,-0.166414583,102.2824873,5.954805814,650
150,-0.122086567,1,0,-0.988066472,0.477107483,64.37919337,7.207172918,1
328,-0.122086567,2,0,0.036422331,-0.58010734,165.6968086,7.505220042,64
274,-0.122086567,2,2,-0.528987962,-0.901868374,188.6033868,5.407294648,45
274,-0.122086567,2,2,-0.88113732,-0.901868374,159.1689065,6.446465895,75
271,-0.122086567,0,2,1.159477113,0.017448864,165.3824902,6.420674618,370
367,3.397552791,0,0,1.510730417,-0.028516998,176.4433125,7.002873094,900
139,-0.122086567,1,0,-1.147862831,-0.763970788,97.6736646,4.972088667,60
152,-0.122086567,2,0,-0.078272625,0.477107483,148.5095803,6.753132878,27
243,-0.122086567,2,0,1.069871678,0.017448864,188.6884788,7.359053113,160
355,-0.122086567,2,0,0.253864853,0.706936792,164.4761551,6.521868109,53
241,-0.122086567,2,0,-0.56572619,0.247278173,173.486568,6.353829075,75
335,-0.122086567,2,0,0.417842798,0.706936792,164.2235307,7.313418925,90
100,-0.122086567,2,2,2.492805981,0.477107483,107.027931,7.201678683,20
139,-0.122086567,2,0,-0.713873842,-0.442209755,50.0239362,5.54702434,90
63,-0.122086567,0,0,1.192929809,0.477107483,160.9736696,6.078290954,35
325,-0.122086567,0,2,2.662458938,1.580288168,148.1652084,7.79274852,505
154,-0.122086567,2,0,0.591976026,-0.442209755,165.8456779,6.676902248,80
328,-1.295299686,2,0,-0.747326537,-0.58010734,156.4573638,6.476139079,90
201,-0.122086567,1,0,-0.99105332,2.223810234,76.96282226,5.110881017,65
204,-0.122086567,2,0,0.562107548,0.936766102,58.28929371,6.846992371,60
379,-0.122086567,1,0,0.174862728,0.844834378,92.20346172,5.731187477,150
139,-0.122086567,1,0,-0.363815277,-0.442209755,121.1458111,6.88777966,90
139,-0.122086567,2,2,-0.274209842,-0.442209755,116.6670933,5.882091848,65
139,-0.122086567,2,0,-0.713873842,-0.58010734,68.28412886,4.527786662,73
350,-0.122086567,2,2,-0.632631581,1.028697825,90.93920103,5.936947301,65
266,-0.122086567,0,0,-0.596789407,0.477107483,144.2534571,7.429063396,32
72,-0.122086567,0,2,-0.673850081,0.477107483,93.16794915,6.760178776,120
300,-0.122086567,0,0,-0.34529682,0.936766102,162.1079794,6.358678867,324
294,-0.122086567,2,0,-0.08544106,0.569039207,200.3594973,5.048376355,84
331,-0.708693126,1,0,-0.580660429,-0.534141479,173.0495901,6.233652768,19
80,-0.122086567,2,0,-0.897863668,-0.304312169,175.9590065,6.175449678,4
318,1.051126553,0,0,-1.259869624,0.201312312,112.2893901,6.290083849,60
270,-0.122086567,0,2,2.037610373,0.844834378,134.2134747,6.72263537,82
180,-0.122086567,0,2,1.517898852,-0.442209755,149.4907085,4.154755545,110
274,-0.122086567,2,2,0.263422766,1.396424721,81.98906938,5.285292641,87
166,1.637733112,2,0,-1.052433043,-2.142946644,99.45782348,7.651980044,35
71,-0.122086567,2,2,1.950991786,0.936766102,140.7593521,6.67005762,40
163,2.224339672,1,2,-0.862021494,-1.039765959,50.74972504,6.882389382,45
139,-0.122086567,2,2,-0.541234038,-0.901868374,186.7614265,4.051069997,150
274,-0.122086567,2,2,2.103321025,-1.039765959,71.49296077,7.449404452,80
139,-0.122086567,2,2,-0.541234038,-0.901868374,183.2482244,5.547185056,100
344,-1.295299686,0,2,-0.656526364,-1.821185611,166.8628683,6.59273379,185
283,-1.295299686,0,2,-1.080658755,-0.901868374,82.29533132,8.0562824,120
344,-1.295299686,0,2,-0.656526364,-1.821185611,50.08868542,6.939387955,171
21,-0.122086567,2,2,-0.905032103,-0.901868374,179.5347982,6.416570433,1
166,1.637733112,2,0,-0.944906521,-2.326810092,55.09379149,5.705719696,175
163,-1.881906246,2,2,-1.125461472,-1.039765959,68.71804933,6.033488103,95
122,-0.122086567,0,2,-0.81184245,-1.361526992,55.64536464,7.705100135,25
164,-1.295299686,0,2,-0.100375299,-2.234878368,59.6180231,7.811361685,80
203,-1.295299686,0,2,-0.501807646,-1.361526992,67.4914974,6.635458779,25
269,-0.122086567,2,2,0.53223907,0.936766102,162.8790089,7.428085907,90
2,-1.295299686,0,2,0.591976026,0.247278173,23.95912882,5.648374593,100
166,1.637733112,2,0,-0.511664244,-2.326810092,51.01845284,6.307617461,30
182,3.397552791,2,0,-1.084242972,-0.442209755,67.04882971,7.518286523,55
63,-1.295299686,2,2,-0.856645168,0.017448864,187.3367631,5.917193717,2
51,-0.122086567,2,2,-0.094998973,-0.212380445,53.31877493,5.551854571,1
328,-0.122086567,2,0,-0.905032103,-0.258346307,87.49758478,7.46525685,70
3,-0.122086567,2,2,-1.112916711,-1.821185611,128.8021295,6.673933158,2
355,-0.122086567,1,2,-0.363815277,0.477107483,120.8975525,7.416594535,100
182,3.397552791,2,0,-1.084242972,-0.442209755,66.0169854,7.498987295,75
203,-1.295299686,0,2,-0.648760559,-3.200161468,189.968969,6.013232918,12
144,-1.881906246,2,2,-1.003000711,-0.901868374,121.7275253,7.617411487,3
101,-0.122086567,1,2,-0.73060019,-0.901868374,78.15520383,6.473406632,40
225,-1.295299686,0,2,0.281343853,-3.200161468,139.5542626,4.432679505,170
3,-0.122086567,2,2,-0.919368972,-1.361526992,147.7554698,7.007700661,9
190,-0.122086567,2,0,-0.752702864,-0.58010734,59.9390628,6.410361876,5
154,-0.122086567,0,2,-1.23776695,-2.28084423,74.21596143,7.306589541,110
190,-0.122086567,1,0,-0.738186783,-0.672039064,70.99999427,6.99225475,20
139,-0.122086567,2,2,-0.713873842,-0.442209755,124.8542076,5.425076901,49
139,-0.122086567,2,2,-0.534065603,-0.901868374,96.13452794,6.59073747,290
163,-0.122086567,2,2,-0.692368538,-1.361526992,139.4141864,6.417962299,40
70,-0.122086567,0,2,0.591976026,0.017448864,182.8848913,6.647190221,55
286,-1.295299686,1,0,-0.317220451,1.120629549,191.6584221,6.001939266,160
196,-0.122086567,2,0,0.263422766,1.396424721,149.078649,4.186729003,52
286,-0.122086567,1,0,1.517898852,0.936766102,157.0719899,6.568918689,160
286,-0.122086567,1,2,1.192929809,1.120629549,113.3692292,6.616283473,160
367,-0.122086567,1,0,-1.137558206,2.039946787,77.2047274,7.618278142,1
303,-0.122086567,0,2,-0.715068581,2.039946787,158.0696055,6.265303942,145
350,-0.122086567,2,2,-0.632631581,1.028697825,55.37612969,6.144676476,124
328,-1.295299686,2,1,-0.713873842,-0.258346307,40.19955563,6.224148573,85
354,3.397552791,2,0,-0.827075374,-0.442209755,38.1262719,5.331851068,50
212,-0.122086567,0,0,0.102132983,0.477107483,165.733932,5.395908083,25
87,-0.122086567,0,2,3.581063986,0.844834378,165.7076819,6.09480358,15
72,-0.122086567,0,2,-0.673850081,0.477107483,29.45914746,6.139167883,2
301,-0.122086567,1,0,0.741318418,0.936766102,115.834498,5.185151342,222
354,3.397552791,2,0,-0.827075374,-0.442209755,135.7122445,6.247301397,40
331,-0.708693126,1,0,-0.580660429,-0.534141479,181.8005218,6.494279778,15
310,1.051126553,1,2,-0.913992646,-0.028516998,125.8669754,6.567216561,131
180,-0.122086567,0,2,1.517898852,-0.442209755,136.2893307,6.371880149,140
45,-0.122086567,0,2,0.129014614,0.293244035,151.8100657,4.028761989,12
253,-0.122086567,0,2,2.339282003,0.109380588,91.20588975,6.107339329,76
331,-0.122086567,1,0,-0.752702864,-0.442209755,40.78840322,6.158929256,80
136,-0.122086567,0,1,-0.497626059,-0.442209755,73.83337243,4.8479973,50
80,-0.122086567,2,2,-1.324331774,0.017448864,162.0859349,8.270908188,170
287,-0.122086567,2,2,1.756846678,2.039946787,65.36252722,6.434901106,130
331,-0.122086567,1,2,-0.697147494,-0.901868374,148.8352636,7.005467648,100
331,-0.122086567,1,2,-0.787499641,-0.901868374,104.5092804,6.972853834,150
347,-0.122086567,2,2,-0.534065603,0.936766102,95.09574439,6.211684925,26
331,-0.122086567,1,0,-0.787499641,-0.901868374,98.5758853,7.193528598,110
212,-0.122086567,0,0,0.741318418,0.431141621,173.1718532,4.927485158,35
191,1.051126553,2,0,2.435458503,0.431141621,174.6364565,6.746801528,60
170,-0.122086567,0,0,-0.851125473,1.902049201,97.97313277,5.261977765,75
355,-0.122086567,1,0,-0.399418503,0.017448864,172.4004586,7.824812235,21
5,-0.122086567,0,0,1.034029504,0.063414726,124.4463435,6.405978142,16
260,-1.295299686,0,2,1.308819504,0.017448864,134.5732853,5.865563514,69
217,-0.122086567,0,2,2.473690155,0.936766102,136.7880589,6.844777015,110
180,-0.122086567,0,2,1.517898852,-0.442209755,197.2912939,6.463360039,150
266,-0.122086567,0,0,-0.274209842,0.477107483,155.6559604,7.61851913,110
241,-0.122086567,2,0,0.523875896,0.431141621,93.65052883,6.80017992,70
139,-0.122086567,2,0,-0.713873842,-0.901868374,193.0398052,5.591973499,90
328,-0.122086567,2,2,-0.673850081,-0.07448286,91.74564962,7.419344911,60
367,-0.122086567,2,0,-0.431915407,-0.534141479,125.6425624,7.67638331,63
286,-0.122086567,0,1,-0.08544106,1.212561273,129.5367664,6.005963707,150
212,-0.122086567,0,0,-0.82677669,0.477107483,141.8088841,6.889080111,45
318,1.051126553,0,0,-1.259869624,0.201312312,59.74621551,5.195472877,82
112,-0.122086567,0,2,0.527161429,-0.028516998,164.1042423,6.230626134,57
355,-0.122086567,1,2,2.731156438,0.017448864,155.5482548,7.242535192,65
354,3.397552791,2,0,-0.827075374,-0.442209755,47.55191228,5.403519227,45
354,3.397552791,2,0,-0.827075374,-0.442209755,98.93042438,5.722734288,40
286,-0.122086567,0,2,1.747288765,0.752902654,172.0605617,5.707372113,95
286,-0.122086567,0,1,1.577635808,-0.028516998,184.4345165,5.419119822,60
286,-0.122086567,0,2,0.523875896,1.396424721,137.335376,4.763477569,131
363,-0.122086567,1,2,-0.632631581,1.488356444,165.0689864,4.050141415,35
189,1.051126553,2,0,0.084211897,-0.763970788,145.2314473,5.540329228,21
90,-0.122086567,0,2,0.523875896,0.477107483,177.104292,7.082640243,43
284,-1.295299686,0,0,1.192929809,-0.028516998,48.58159256,5.929092301,190
379,-0.122086567,0,2,-0.639202646,-0.442209755,116.9495926,7.017723808,1100
331,-0.122086567,2,2,-0.044819929,-0.58010734,143.9485678,7.745541715,335
355,-0.122086567,2,0,-0.299747391,0.063414726,153.8202992,6.930766882,280
350,-0.122086567,1,2,-0.489262886,1.166595411,78.44976673,5.280347567,110
355,-0.122086567,2,0,-0.764052885,0.017448864,119.0195341,7.507048727,141
139,-0.122086567,2,0,-0.713873842,-0.442209755,171.8599003,6.871683754,60
236,-0.122086567,0,2,1.192929809,0.017448864,135.1908696,4.063524375,150
355,-0.122086567,2,0,-0.871579407,0.017448864,140.8444607,6.677601622,80
382,0.464519993,0,0,0.983253091,1.396424721,61.04802321,6.175142171,4100
293,-0.122086567,0,0,0.591976026,0.752902654,190.5903091,7.288590782,120
247,-0.122086567,0,0,0.591976026,1.580288168,138.7133954,5.888048735,170
235,-0.122086567,0,0,1.192929809,0.15534645,192.6404731,6.899199027,26
349,-0.122086567,0,2,0.816586983,0.017448864,19.65154112,6.463584179,405
342,-0.122086567,0,0,3.175599394,0.706936792,63.64779154,7.38520692,500
103,-0.122086567,0,0,0.591976026,-0.166414583,52.28787529,4.144184086,100
199,-0.122086567,0,0,1.192929809,0.706936792,93.82379895,6.520702586,150
261,-0.122086567,2,0,0.591976026,0.706936792,126.0930414,6.579864612,45
247,-1.295299686,0,2,0.591976026,1.580288168,155.4918867,4.686937699,75
114,-1.295299686,0,0,0.026267049,0.615005069,75.13799675,7.19091684,100
347,-0.122086567,0,0,-0.508378712,0.063414726,171.1413861,4.857902736,501
270,-0.122086567,0,0,-0.890695233,0.569039207,153.7434434,6.364239244,50
347,-0.122086567,0,0,1.192929809,-0.120448722,173.8911566,4.714175902,490
247,-0.122086567,0,0,0.466528418,1.580288168,48.97525627,5.335022883,150
261,-0.122086567,2,0,0.591976026,0.752902654,182.6482267,7.06506694,150
355,-0.122086567,2,0,0.749980276,0.063414726,69.11429349,6.167478085,200
185,-1.295299686,1,2,0.651712983,-0.07448286,128.6189702,5.157911451,97
139,-0.122086567,2,0,-0.422954864,-0.442209755,188.55123,7.638300287,90
33,-1.295299686,0,0,0.791497461,0.201312312,181.389256,6.742513111,30
335,-1.295299686,0,2,-0.34216063,0.109380588,52.27004638,7.368152761,2850
92,-0.122086567,1,2,-0.489262886,0.017448864,102.1613184,6.131104382,3
355,-0.122086567,2,0,-0.871579407,0.063414726,127.1114244,6.936098628,120
355,-0.122086567,2,0,-0.274209842,0.063414726,112.6074451,6.534948734,280
139,-0.122086567,2,0,-0.44266806,-0.58010734,87.78902129,6.046890673,154
347,-1.295299686,0,0,-0.055572582,0.798868516,38.97026985,5.326969973,690
335,-0.122086567,1,2,-0.946250603,-0.304312169,168.1526647,6.339463004,85
389,-0.122086567,0,2,-0.003900114,0.017448864,67.39091872,7.817537845,900
373,-1.295299686,0,2,2.225184416,-0.120448722,21.47138,4.51708664,550
318,-0.122086567,0,0,-0.888455097,0.293244035,41.88528842,4.615162417,666
367,-1.295299686,0,2,-0.184604408,-0.304312169,190.9837366,6.918858326,470
385,1.051126553,2,0,-0.556693962,1.442390582,170.679152,7.36383252,1300
331,-0.122086567,2,2,0.884687113,0.017448864,157.0136284,6.85220761,831
367,-1.295299686,0,0,-0.184604408,-0.304312169,183.6999466,6.477818731,500
185,-1.295299686,2,2,0.651712983,-0.07448286,191.8550197,5.980770581,93
368,-0.122086567,0,2,1.215629852,-0.166414583,70.28933482,5.179497436,600
364,-0.122086567,0,0,2.277752938,0.247278173,169.4135664,7.166493137,700
367,-0.122086567,0,0,-0.353958679,0.431141621,190.992991,7.450015967,600
367,-0.122086567,0,0,-0.353958679,0.431141621,179.4725102,7.635668469,600
367,-0.122086567,0,2,0.514317983,-0.442209755,89.2493152,7.467049057,800
318,1.051126553,0,0,-1.156823374,0.293244035,51.17619224,5.392644834,550
391,-0.122086567,2,2,2.604718151,-0.534141479,123.5224981,6.956084425,2700
318,1.051126553,0,0,1.697109721,0.385175759,90.70209374,5.724900736,2600
340,-0.122086567,0,2,1.192929809,1.074663687,152.7986764,6.422979653,900
375,-0.122086567,0,0,1.556130504,1.166595411,198.4974861,5.618412118,550
134,-0.122086567,1,0,-0.864112287,-0.901868374,195.1137497,7.590515062,55
134,-0.122086567,2,0,1.946810199,0.706936792,173.5225833,6.693673659,102
335,-0.122086567,1,0,-1.19714582,-0.901868374,190.6584151,6.356691421,60
134,-0.122086567,2,0,2.17918696,0.706936792,185.4190301,6.513021508,160
129,-1.295299686,2,2,-0.782720684,-1.683288026,48.56130389,7.314941929,40
88,-0.122086567,2,2,0.490721885,-0.626073202,108.6152941,6.836002312,119
335,-0.122086567,2,2,-0.402076798,-0.442209755,124.9683452,7.295050026,104
152,-0.122086567,2,2,-0.33155732,-0.901868374,79.64627342,6.682721111,80
134,-0.122086567,1,0,-0.078272625,-0.901868374,186.6134434,7.70304199,170
354,-1.295299686,2,2,1.20427983,-0.488175617,61.96377696,7.485612621,1100
31,-1.295299686,2,2,-0.713873842,-0.901868374,95.55350663,8.078538197,99
152,-0.122086567,2,2,-0.078272625,0.477107483,148.5095803,6.753132878,99
315,-0.122086567,1,2,-0.691173798,-0.442209755,193.761943,6.759040598,115
279,-0.122086567,1,2,0.591976026,0.017448864,146.8798897,5.08482329,80
243,-0.122086567,2,2,1.069871678,0.017448864,191.9788073,5.796796501,82
347,-0.122086567,0,0,1.192929809,0.063414726,119.1011883,7.220611124,1000
315,-0.122086567,2,2,0.591976026,0.017448864,130.4754568,6.806950122,400
135,-0.122086567,0,0,1.192929809,0.201312312,200.0244908,4.645648128,112
33,-0.122086567,0,0,-0.780779233,0.798868516,101.4663918,6.523213639,50
134,-0.122086567,1,0,-0.460589146,-0.028516998,189.4531715,7.867057777,120
134,-0.122086567,2,2,1.578830547,-1.821185611,116.8755304,7.691246789,120
80,-0.122086567,1,2,-0.905032103,-0.304312169,190.1545484,7.241810855,65
335,-0.122086567,1,2,-0.919368972,-0.488175617,199.9469896,7.942957334,110
134,-0.122086567,2,2,1.575843699,0.706936792,189.3122484,7.311811988,106
335,-0.122086567,1,0,-0.805868755,-0.626073202,109.2651187,8.278129891,140
134,-0.122086567,2,2,-0.790337146,-0.901868374,181.1359604,8.287105504,150
335,-0.122086567,1,2,0.395142755,-0.80993665,105.3314113,6.670041255,160
241,-0.122086567,2,0,0.523875896,0.477107483,194.7290894,6.983582763,140
190,-0.122086567,1,2,-0.149658288,-0.304312169,38.98589638,5.09963128,84
190,-0.122086567,2,2,-0.089622647,-0.901868374,135.7430189,5.493895072,600
139,-0.122086567,1,0,-1.147862831,-0.763970788,135.3356563,5.158230855,3
241,-0.122086567,2,0,0.523875896,0.477107483,174.3327112,6.809916974,151
331,-0.122086567,1,0,-0.044819929,-0.58010734,112.6338441,7.204968231,850
